indice_insertion;indice_effort
33.814;7.684
13.468;5.764
29.955;13.053
19.121;6.676
26.365;8.744
24.775;8.13
13.906;3.859
20.812;7.105
19.309;8.694
24.735;15.889
37.815;13.177
24.626;12.814
11.748;4.92
52.285;16.608
38;22.318
27.333;12.249
18.221;3.965
27.204;10.934
26.205;9.101
43.127;21.457
23.457;15.659
26.219;23.778
24.155;8.068
21.124;5.79
26.194;11.65
22.605;7.424
22.941;9.845
30.365;10.913
55.473;29.12
17.292;3.766
26.88;8.669
25.18;7.683
25.88;16.775
18.216;10.187
29.109;19.585
29.816;13.363
20.083;12.341
15.147;7.66
19.728;13.547
28.41;9.811
30.628;6.873
27.158;12.632
16.191;1.488
31.028;16.811
31.386;4.787
12.943;7.803
16.624;5.726
16.683;17.478
21.217;9.939
17.111;7.291
18.591;9.413
27.62;22.561
18.014;20.831
35.136;20.964
31.61;16.746
21.494;3.818
23.114;1.505
39.383;17.571
17.775;13.383
26.726;11.953
26.846;22.16
18.926;5.167
18.817;7.276
46.247;45.777
18.49;5.508
34.134;12.867
45.409;24.939
40.217;20.906
24.024;19.664
20.819;7.311
29.185;12.11
15.372;11.705
31.291;14.276
20.384;7.404
36.225;11.339
28.217;13.758
47.687;36.447
31.119;8.98
37.728;25.462
36.366;17.3
18.463;11.204
51.68;16.984
42.154;14.25
18.514;7.066
17.813;4.161
25.73;5.572
16.107;5.841
34.796;20.518
18.587;10.071
28.327;11.186
24.469;27.186
32.063;7.017
17.303;7.433
20.495;11.364
33.332;10.985
13.176;9.604
22.015;18.282
18.035;7.579
34.872;14.941
25.291;9.932
24.012;13.33
24.797;5.635
24.569;8.914
15.881;6.694
22.231;12.042
40.455;15.799
12.824;7.304
36.03;15.006
31.439;17.312
32.782;6.18
11.109;6.163
23.711;3.553
27.677;6.552
18.122;4.338
12.712;8.449
21.505;20.976
28.117;11.816
33.379;6.768
35.069;22.147
17.797;8.031
22.715;20.734
15.445;2.468
10.066;6.931
17.565;5.83
25.495;10.811
25.655;6.576
34.097;16.269
19.638;4.136
42.372;27.831
15.915;1.649
18.992;4.212
17.506;7.851
30.631;17.192
17.71;5.309
24.203;11.888
26.994;13.777
18.979;8.417
26.043;10.016
38.991;27.269
15.167;66.457
42.241;12.435
42.61;13.511
32.364;5.821
27.914;5.726
30.215;8.623
21.169;13.753
44.93;16.729
22.517;8.627
32.752;46.968
20.238;1.475
30.186;14.706
32.617;26.473
25.334;3.855
21.231;7.192
30.899;30.331
20.38;12.676
33.669;38.226
25.845;9.242
36.182;8.833
20.707;4.286
16.978;10.549
23.824;40.237
24.796;7.573
27.433;7.952
19.414;14.344
30.544;14.26
21.206;8.456
42.849;2.255
23.262;7.985
16.138;6.78
22.498;5.922
16.531;6.153
21.707;18.668
23.582;4.374
30.947;10.311
37.444;6.593
25.014;2.812
29.983;16.031
33.006;27.71
22.735;9.267
22.105;5.191
19.875;11.212
15.067;14.823
42.755;10.085
56.817;24.305
33.988;11.43
24.683;10.691
15.624;4.339
14.846;7.213
14.376;6.658
19.91;4.539
15.233;3.978
19.769;6.816
27.875;22.743
15.17;5.775
27.582;12.726
41.987;13.001
27.407;14.367
20.493;3.734
34.112;11.624
22.926;5.458
21.038;8.847
19.795;14.375
31.694;7.11
25.974;20.101
41.231;23.144
29.624;8.853
34.709;9.41
27.354;8.288
19.594;18.148
46.138;11.938
15.221;7.204
26.672;13.404
19.93;11.648
22.262;17.027
17.699;48.034
35.818;14.32
34.42;13.383
23.913;12.401
21.155;6.693
29.375;20.998
40.64;13.519
33.957;3.417
24.856;6.969
24.711;14.03
42.438;17.378
21.445;15.241
35.678;14.589
24.821;24.236
31.244;9.852
15.048;6.529
29.636;9.049
20.063;8.511
20.152;16.829
28.156;15.734
19.575;11.394
28.142;21.953
17.922;8.659
16.12;7.981
39.507;12.976
40.002;24.947
18.275;6.175
36.523;15.869
34.445;17.364
11.375;13.789
21.989;11.598
19.204;6.481
37.246;12.207
28.123;6.011
30.345;10.396
28.02;8.167
20.147;10.374
35.278;19.462
31.123;14.218
22.529;15.095
28.731;9.086
30.998;9.866
37.162;26.447
31.281;11.971
23.015;12.031
15.045;5.452
31.807;16.311
40.054;24.676
16.455;15.149
25.616;16.792
29.608;9.593
15.236;5.393
37.728;19.257
20.47;4.973
16.31;11.255
30.122;20.746
20.554;14.35
14.431;5.063
53.659;40.053
29.304;13.746
18.363;8.573
42.019;10.425
20.759;8.664
23.478;11.307
27.851;10.754
21.588;9.955
34.482;19.694
19.401;13.633
32.714;13.07
59.038;14.626
30.975;9.122
35.944;11.099
17.92;11.856
17.984;5.266
32.262;10.902
39.314;19.909
30.584;15.496
20.883;7.328
17.546;3.936
17.685;7.638
28.677;6.017
16.443;5.183
26.471;21.364
28.511;14.194
52.569;16.306
23.577;10.811
32.238;7.055
34.388;11.48
19.191;7.515
19.086;7.597
27.798;38.564
23.28;12.708
16.119;5.076
12.819;5.872
23.885;2.879
17.599;7.944
18.417;7.912
33.339;18.089
14.869;4.192
20.056;9.224
24.834;6.225
17.744;8.457
17.953;4.776
62.187;26.608
35.566;15.12
20.867;17.571
25.97;8.007
32.623;14.843
26.067;13.795
13.576;4.085
36.887;21.249
25.284;13.473
15.053;5.561
31.369;9.202
20.219;5.65
16.257;7.106
19.772;4.269
26.431;13.198
37.629;13.679
30.266;15.227
23.735;10.574
21.661;7.822
22.555;9.891
21.197;7.461
25.885;8.661
37.37;12.632
18.544;7.827
19.703;37.201
30.998;17.927
25.997;13.618
19.124;4.429
21.025;18.464
32.775;11.546
31.339;27.388
26.954;5.168
30.78;5.805
16.992;3.479
24.336;14.412
19.459;10.815
29.222;4.842
30.572;10.568
16.447;4.873
23.523;24.227
17.547;9.861
42.381;10.638
20.353;2.627
16.434;61.06
17.888;9.728
23.491;11.517
49.017;21.368
13.59;5.966
25.638;13.029
26.425;18.403
31.667;9.116
38.829;20.203
27.385;16.563
27.101;22.567
20.932;5.096
37.161;16.781
43.46;13.294
50.273;32.38
41.039;19.386
20.452;5.79
8.017;5.524
28.3;13.397
33.666;12.482
26.705;12.155
19.835;4.217
31.694;30.188
36.026;10.636
26.125;8.152
21.839;10.813
14.445;2.427
21.98;7.705
9.682;3.67
31.037;15.937
39.153;34.545
15.823;16.949
31.844;9.338
20.881;10.361
33.121;12.663
22.969;15.316
33.524;11.457
31.932;9.605
19.046;5.11
28.999;14.731
40.322;11.102
46.895;14.339
23.893;51.607
22.741;15.782
32.499;13.527
20.394;10.051
12.98;2.096
24.843;13.875
24.998;14.65
24.629;12.096
30.416;21.036
28.798;11.542
13.175;6.929
30.105;16.202
18.027;9.596
18.942;8.626
20.148;7.445
19.167;13.069
25.927;7.243
18.358;7.275
39.527;15.595
21.037;5.692
38.577;12.856
26.886;43.617
17.005;35.971
30.386;15.192
21.853;6.461
29.523;12.827
22.928;5.47
28.002;14.183
29.982;7.068
17.715;5.642
23.101;8.008
18.285;8.087
39.208;9.263
19.49;9.012
35.108;17.223
30.011;8.5
29.214;8.735
17.646;10.428
24.498;13.427
30.423;17.885
10.492;7.473
32;14.136
37.805;12.307
32.625;12.206
30.141;9.978
23.912;9.543
18.105;4.818
20.62;17.676
14.559;8.266
20.729;5.623
24.229;17.971
32.286;30.925
38.828;22.744
24.658;16.182
22.488;15.925
20.501;7.631
40.62;10.977
31.701;8.03
17.232;14.64
19.511;5.198
18.541;11.241
36.349;16.086
35.348;12.966
32.027;13.237
26.968;7.011
35.444;17.109
23.126;12.358
26.62;7.866
12.144;3.587
25.748;10.055
26.601;9.604
16.879;7.343
20.774;8.553
29.188;12.29
23.14;8.834
41.44;30.548
24.425;8.557
13.073;6.001
20.136;2.9
39.804;11.632
39.045;9.018
17.649;7.048
20.777;6.092
21.627;10.238
17.802;10.269
14.311;10.128
41.821;8.022
21.003;20.093
19.093;5.551
17.819;9.833
22.897;12.861
13.531;20.327
34.497;8.925
21.724;7.36
37.652;8.905
42.323;8.684
31.912;17.622
19.422;9.865
27.304;4.992
15.388;7.138
21.452;3.69
32.659;15.29
25.715;8.213
25.802;7.592
41.465;24.094
31.768;9.139
41.762;27.422
23.122;1.977
23.184;27.673
42.829;12.668
26.812;13.579
26.039;9.716
21.233;4.729
26.528;14.643
34.938;17.089
29.351;9.676
28.954;15.701
23.718;9.969
36.265;10.396
20.474;10.661
25.532;9.609
21.049;9.505
31.532;8.863
25.619;6.201
51.195;12.828
16.459;5.636
26.366;7.034
12.196;7.669
25.222;4.499
26.837;13.978
13.146;33.696
29.053;36.294
41.03;11.681
30.197;8.898
18.437;8.135
29.783;8.205
16.342;7.004
26.146;14.882
31.258;27.325
23.705;9.483
38.959;13.549
24.034;10.866
34.866;10.375
23.865;4.635
33.684;39.457
48.217;22.379
21.171;4.848
19.838;10.348
16.401;39.544
31.953;9.304
19.215;8.154
32.316;12.414
17.355;8.871
19.498;6.587
30.175;6.851
20.857;10.207
23.096;11.739
33.469;10.78
18.469;6.37
29.188;8.446
27.58;22.209
25.031;8.678
14.601;6.545
35.744;11.899
20.311;7.855
20.286;6.321
21.406;8.062
14.023;10.959
14.835;1.641
20.274;9.391
19.83;21.348
63.404;19.986
20.752;4.217
42.121;9.194
18.565;10.698
30.392;18.18
25.744;5.611
23.602;9.007
23.202;12.672
18.154;4.827
25.592;12.623
47.883;23.71
40.19;12.719
20.397;8.023
18.481;4.697
33.878;25.065
31.734;7.289
20.55;6.703
35.728;30.29
32.946;18.598
6.094;3.874
44.654;14.28
19.886;42.212
22.801;8.411
17.913;4.035
24.508;11.618
29.505;6.985
35.626;10.64
19.742;6.91
39.977;13.504
18.358;13.172
26.546;11.932
52.93;15.061
23.879;8.767
16.011;4.427
24.078;8.336
31.78;4.356
32.387;16.485
56.824;40.017
13.604;10.589
31.813;8.297
30.646;14.566
36.137;10.505
29.032;19.009
24.224;11.646
26.848;8.082
22.733;22.39
22.899;10.756
18.716;4.006
7.837;0.969
15.336;16.119
25.367;9.297
32.673;11.083
6.051;0.799
31.794;17.052
60.544;24.519
18.506;23.482
38.13;6.063
35.822;10.844
27.843;14.029
63.354;9.087
4.07;0.502
32.416;10.389
16.156;9.815
46.267;13.577
45.812;26.314
21.629;5.613
38.632;18.255
30.335;9.894
23.551;22.146
39;19.639
26.759;18.292
22.916;9.572
30.525;24.335
19.781;10.278
20.125;7.421
31.992;12.137
24.843;6.868
22.229;15.909
34.042;8.174
7.02;0.751
27.355;9.989
30.838;9.367
30.182;12.998
26.04;10.741
38.388;44.198
10.217;1.961
31.284;16
28.651;7.258
52.74;52.169
15.505;8.086
21.786;3.319
12.803;1.627
33.669;20.644
36.986;16.132
40.951;24.323
35.638;16.453
14.001;3.145
41.145;27.292
34.399;6.97
15.989;11.846
26.889;7.316
12.612;3.105
24.778;7.761
22.399;8.224
12.502;3.478
35.661;17.2
22.318;9.627
36.381;18.293
8.308;1.658
36.916;23.77
22.114;7.3
35.432;11.423
31.231;8.488
28.77;14.236
31.516;3.254
40.277;8.939
38.806;16.51
29.64;27.402
29.913;13.674
13.197;1.677
26.037;19.385
43.496;16.587
30.625;26.001
25.621;11.902
33.16;24.993
50.375;59.394
20.295;6.641
34.884;19.616
16.89;8.536
28.985;9.201
21.396;7.392
29.55;9.623
14.427;6.2
28.996;12.285
35.518;14.846
28.86;8.952
28.729;34.989
10.152;1.686
26.933;7.416
18.534;12.993
15.711;13.583
23.424;17.025
50.517;27.788
27.12;18.166
30.394;23.042
22.17;18.18
38.59;18.102
22.63;7.506
47.18;21.564
47.27;17.629
19.123;15.979
27.864;14.295
28.671;5.464
26.885;4.991
13.413;6.817
31.644;24.849
46.226;14.992
45.66;22.981
7.207;2.35
41.242;15.64
9.601;3.339
26.61;9.837
28.58;15.509
13.671;1.972
23.845;13.107
20.48;15.165
21.598;13.647
16.419;2.822
17.279;3.97
36.706;11.828
31.211;10.969
39.257;16.663
14.562;12.505
16.434;10.262
36.889;8.962
26.241;10.132
58.369;8.975
21.11;5.486
31.107;10.917
35.758;7.393
25.759;19.241
21.186;10.808
28.182;15.277
59.045;19.094
15.755;14.13
33.776;21.3
27.506;11.158
20.649;5.372
22.691;3.523
8.306;4.173
19.343;48.963
27.487;11.928
30.467;24.775
46.127;14.617
20.164;26.227
36.382;10.497
35.744;18.312
14.399;3.947
23.806;13.407
27.521;16.779
27.359;23.593
22.874;11.63
32.093;50.436
49.033;26.979
30.131;13.43
20.886;18.586
25.011;14.464
27.701;8.006
24.148;17.033
14.407;16.996
38.901;13.333
22.564;18.397
9.026;1.18
57.146;20.801
30.225;14.171
12.32;2.53
17.749;9.474
33.644;3.197
31.963;12.096
20.081;6.595
29.612;8.141
50.72;29.675
30.934;10.708
9.864;1.34
30.756;13.823
9.684;1.897
33.582;10.961
27.022;6.943
39.743;19.594
44.242;25.172
14.364;5.988
34.243;8.512
15.605;8.222
26.777;27.444
25.848;17.265
9.478;10.188
26.427;10.784
33.548;8.443
48.257;20.99
7.821;0.711
13.544;1.819
9.117;0
17.636;13.89
18.826;9.193
7.916;6.067
24.047;10.519
20.657;5.275
34.185;15.028
21.955;8.696
38.916;22.805
25.389;12.806
18.742;9.549
36.262;9.371
31.697;7.837
30.572;10.412
21.018;7.36
33.979;15.813
8.803;1.939
20.137;16.497
10.434;2.658
20.827;8.396
36.601;40.491
24.707;21.99
17.093;4.787
20.078;6.301
26.806;12.021
24.839;8.561
31.338;11.147
23.603;10.814
19.08;10.879
25.119;3.763
11.047;7.993
16.886;7.894
23.854;10.89
28.413;11.355
25.139;16.176
8;2.135
27.577;5.855
25.779;11.186
7.554;2.65
15.721;10.24
30.367;8.638
15.581;0.937
27.405;16.684
23.623;22.948
18.244;0.315
10.101;0.395
10.112;2.095
30.153;8.134
30.884;9.611
25.626;12.308
38.121;6.539
40.694;5.829
25.83;13.633
53.55;19.152
37.81;12.982
27.904;11.415
29.149;12.961
39.086;15.416
23.942;11.137
25.912;12.322
25.618;14.452
24.006;12.07
18.293;3.797
25.72;6.902
7.19;1.153
22.093;12.701
24.523;12.032
27.299;19.551
17.418;12.102
46.188;9.082
31.149;12.533
14.491;7.591
18.916;20.27
32.224;13.147
34.721;17.669
13.554;6.406
16.435;9.327
16.09;0
17.57;8.91
26.755;5.917
30.389;22.296
23.095;28.361
24.222;11.078
14.019;4.611
45.903;31.071
26.532;7.729
9.594;4.621
18.146;16.381
20.17;5.338
23.484;12.223
39.025;21.355
30.415;31.469
25.358;14.25
31.61;21.994
15.308;7.822
16.978;2.611
31.656;10.739
20.727;7.204
12.367;21.514
35.381;9.705
12.603;3.683
42.045;8.654
9.549;1.445
17.122;16.541
44.092;27.257
40.204;24.222
8.008;3.043
31.977;13.604
29.27;12.348
32.327;14.679
45.961;19.122
34.445;7.966
15.306;8.213
10.363;5.4
16.886;0.812
29.866;19.922
24.039;7.872
11.691;9.384
43.273;47.305
40.384;30.365
28.401;13.844
23.897;13.828
37.225;6.668
38.844;11.205
35.983;8.366
29.905;15.572
21.626;10.145
33.615;27.75
13.048;2.906
22.828;12.127
21.291;16.586
36.106;13.653
19.199;5.851
25.709;4.062
12.923;2.236
15.012;7.715
17.508;5.647
24.636;6.553
28.621;10.83
49.352;16.057
16.944;1.259
28.015;6.983
32.911;35.524
29.244;28.03
26.203;13.902
32.486;10.619
26.226;9.948
41.89;31.356
43.206;31.315
16.573;6.638
24.827;18.612
8.398;2.647
30.946;8.524
21.758;28.632
45.59;10.012
8.36;1.286
30.162;16.577
36.966;14.782
11.145;0.828
29.698;9.659
16.451;5.811
14.081;9.382
34.719;12.797
26.684;8.585
14.556;4.087
54.624;11.851
23.606;5.224
19.436;4.585
45.75;16.252
34.89;8.344
40.276;11.477
17.485;4.659
25.187;9.715
14.704;7.308
21.01;4.631
12.448;1.039
16.717;5.386
17.032;9.982
10.745;2.557
16.423;12.565
15.306;2.951
23.542;8.573
29.06;8.753
10.686;6.768
15.998;6.525
23.723;6.168
31.586;11.005
31.875;14.541
10.457;13.104
34.65;10.106
38.787;11.922
18.982;5.381
10.714;2.666
21.564;16.913
28.532;9.844
21.046;7.247
18.206;3.757
37.541;13.54
36.207;9.354
22.312;7.488
22.134;11.783
27.231;7.883
24.313;9.146
18.298;6.885
25.109;10.941
22.732;6.135
18.984;5.872
9.971;3.189
15.73;4.674
6.86;1.724
12.253;4.013
28.515;10.451
33.054;10.136
21.208;11.593
26.49;8.318
15.424;12.054
35.01;26.29
24.338;18.854
19.856;6.397
40.866;6.735
22.907;3.97
16.994;7.008
13.15;14.778
29.383;7.299
37.792;13.764
13.39;1.034
14.451;5.438
28.267;10.408
30.94;9.425
48.19;8.683
33.338;12.936
9.625;4.635
12.178;6.824
43.553;14.301
20.243;12.97
21.091;6.957
43.875;11.2
18.34;5.726
13.648;2.124
19.884;14.756
14.512;3.366
28.022;8.999
28.024;10.753
10.532;2.389
43.358;18.989
20.961;13.521
42.388;11.681
37.986;8.761
11.747;4.39
21.654;4.95
34.301;12.71
24.604;9.193
35.201;7.4
10.999;3.078
28.052;11.242
24.555;11.92
29.585;13.368
31.014;8.642
30.024;7.459
27.939;6.57
36.358;11.076
27.294;10.623
25.263;5.767
23.951;11.584
19.896;9.148
26.231;13.009
18.543;13.729
12.859;3.504
46.789;12.495
15.734;7.582
48.086;20.861
19.027;2.945
28.831;7.227
47.262;10.941
33.325;11.156
20.431;5.185
34.881;11.334
20.16;7.11
16.279;4.041
29.649;9.66
28.829;14.395
26.499;7.058
35.925;16.975
27.536;20.316
10.129;3.125
25.696;6.895
29.176;9.229
9.956;7.419
36.021;20.873
33.91;11.238
25.347;12.508
39.446;11.443
14.428;5.19
18.307;2.72
30.904;12.38
38.797;6.821
33.781;14.126
10.108;2.104
23.782;11.549
11.991;2.96
17.304;5.694
28.649;13.952
21.665;6.643
17.577;8.511
20.558;5.421
16.961;8.535
31.896;8.644
11.772;4.165
23.497;10.644
16.33;5.539
16.132;4.539
37.716;14.191
19.255;5.404
30.632;10.709
24.631;6.688
25.266;18.084
18.131;5.952
10.402;4.075
48.321;18.654
28.902;16.227
40.824;12.13
30.348;9.274
28.732;10.519
53.665;28.593
25.498;8.689
17.488;13.656
16.486;7.009
29.968;15.272
29.965;9.432
6.033;0.754
48.09;15.821
15.821;2.808
18.267;3.793
8.143;1.533
15.947;1.44
22.671;11.548
40.331;10.993
31.924;22.892
46.763;28.814
15.994;2.841
17.636;11.255
23.996;11.029
52.734;19.869
43.847;28.137
22.653;16.21
13.99;2.025
29.589;13.431
29.986;13.699
11.702;4.525
15.746;4.388
19.193;3.47
33.482;15.519
26.462;8.239
39.255;15.336
29.683;14.772
49.364;22.822
27.263;11.492
28.896;6.019
37.477;11.555
8.301;0.971
27.276;15.847
29.543;5.773
7.624;6.899
17.477;4.283
19.385;15.675
34.62;8.005
10.888;11.012
27.811;12.348
12.648;3.241
18.295;3.102
28.799;19.617
35.082;14.115
59.288;27.697
13.998;3.173
39.25;16.725
16.279;2.87
54.997;14.443
16.5;7.376
6.196;0.848
26.159;15.591
21.03;5.231
3.889;0.354
26.561;9.296
23.732;7.977
37.922;12.541
22.272;2.472
42.287;11.959
29.004;12.665
16.855;2.841
25.545;9.899
31.571;18.922
25.205;9.685
7.289;3.656
30.576;10.934
36.312;13.151
19.612;5.576
26.465;6.025
32.382;19.753
20.366;10.734
39.769;12.411
12.301;4.8
22.118;12.377
27.417;13.01
16.361;15.33
20.236;16.587
22.183;11.398
37.888;14.055
28.163;13.749
18.38;4.983
26.662;7.775
11.688;1.264
26.323;4.272
23.39;12.13
23.82;19.336
53.728;15.085
57.933;36.433
21.383;12.128
10.41;9.072
10.475;3.202
26.271;8.153
14.566;3.086
12.538;1.08
27.642;12.627
17.829;16.616
17.01;3.173
25.841;3.906
46.948;38.335
24.487;15.137
27.4;13.38
41.653;13.119
25.708;7.029
33.458;11.873
23.23;9.413
23.942;10.982
12.145;0.321
13.041;7.261
14.512;8.98
20.178;4.01
43.312;20.306
27.55;6.261
25.741;10.64
18.031;18.455
29.815;12.472
34.687;27.573
37.309;14.291
18.359;12
22.775;13.029
23.442;8.306
37.939;9.278
16.349;2.623
23.036;9.036
12.885;5.204
13.634;5.442
40.929;9.597
42.613;13.558
10.805;3.728
4.416;0.664
28.418;12.246
21.991;5.193
11.81;5.215
9.255;3.156
11.713;0.592
12.748;4.25
13.274;1.53
17.775;7.164
18.135;3.678
9.04;2.49
22.876;13.802
14.123;3.594
13.349;7.07
38.252;12.592
28.711;13.937
26.897;10.355
40.172;9.681
34.147;5.273
32.63;16.601
23.255;3.22
8.916;1.871
37.533;10.627
39.145;16.825
27.665;13.594
51.576;14.556
33.851;9.672
21.557;19.517
37.753;22.955
24.244;8.179
23.594;2.444
32.284;26.165
14.598;5.631
8.186;0.275
46.711;19.941
15.222;7.821
28.445;11.352
21.08;4.186
38.471;11.803
31.928;9.508
40.871;27.586
14.401;2.717
11.261;13.261
19.967;4.989
29.04;1.635
18.585;5.312
11.872;2.307
36.531;16.315
24.581;18.919
21.6;9.003
22.633;9
24.88;7.993
8.787;1.672
11.508;5.998
29.583;12.068
18.248;6.835
37.736;14.523
22.166;7.566
15.3;5.616
19.64;6.953
18.096;8.391
20.829;3.495
12.826;8.284
40.987;16.791
25.771;8.713
29.967;22.278
32.945;11.76
21.321;10.342
26.901;11.945
18.418;11.753
26.151;6.429
24.37;7.675
39.119;17.873
12.092;2.775
23.295;2.925
34.111;7.876
14.734;10.232
15.093;1.314
19.264;4.408
20.162;13.824
21.146;5.518
56.304;11.982
36.507;10.167
26.183;6.369
17.649;6.931
11.713;0.576
22.499;4.445
27.566;8.664
23.562;10.461
5.273;1.055
7.078;1.53
9.566;2.922
49.357;34.586
37.711;12.733
17.87;10.523
19.903;24.987
47.062;28.968
16.249;9.683
13.382;4.659
36.471;10.217
26.815;8.747
21.492;9.476
22.009;8.196
26.377;3.746
19.488;9.668
25.214;7.962
12.543;2.305
26.828;9.099
13.659;6.196
26.332;6.589
21.943;6.052
40.114;12.085
34.134;11.084
13.016;4.241
5.623;0.658
12.549;4.28
11.171;4.363
10.694;1.712
37.285;18.138
32.186;18.124
25.343;9.982
18.824;3.366
22.801;13.619
29.992;16.944
36.774;20.579
41.495;12.643
19.08;12.148
21.171;9.671
22.782;11.818
12.601;5.784
20.552;5.897
27.614;22.423
37.501;14.105
17.758;11.329
31.483;9.308
29.055;11.84
18.347;5.586
32.318;14.977
39.738;13.159
27.382;5.821
30.666;15.071
13.423;3.423
29.612;11.223
28.665;12.051
29.64;12.542
14.905;5.14
15.2;3.086
19.745;13.017
27.297;7.301
34.31;14.235
29.419;12.39
41.634;8.411
58.662;16.263
60.844;5.967
41.309;13.925
36.254;14.529
29.849;26.165
31.825;15.069
21.912;6.376
15.821;2.604
27.844;20.104
31.297;19.807
20.73;13.16
11.981;2.359
33.039;10.871
15.882;4.517
25.378;9.36
33.884;6.383
24.224;17.129
30.815;18.887
11.702;1.543
13.058;10.984
14.06;13.313
14.119;4.88
27.515;12.008
14.466;1.08
13.703;15.68
35.472;14.927
27.372;10.712
25.406;13.721
17.758;24.814
34.697;11.713
14.842;1.607
18.81;25.279
23.58;8.472
34.536;12.006
22.879;5.104
30.755;5.177
32.313;7.474
17.583;1.785
12.582;3.892
26.935;11.5
35.95;19.656
30.372;20.509
29.403;9.803
17.242;7.871
33.837;12.14
19.959;7.692
32.005;11.404
20.837;4.48
34.866;28.504
55.401;27.582
12.43;3.843
28.003;1.173
16.493;2.924
13.252;2.582
17.307;8.164
33.949;16.544
28.155;39.675
8.861;4.066
21.324;22.49
15.588;7.135
15.682;9.483
25.655;7.794
15.498;5.879
29.372;7.661
32.791;15.512
31.549;13.498
19.099;8.555
21.774;1.218
31.1;7.549
13.713;4.776
20.312;16.867
13.886;6.03
17.058;3.221
43.918;11.204
42.35;18.284
7.454;4.917
14.716;4.887
18.15;12.826
31.268;8.437
14.876;3
6.7;4.81
27.88;8.803
46.192;8.829
36.026;11.225
21.566;13.057
30.682;13.751
23.967;10.384
17.659;3.207
20.486;5.526
34.994;10.555
21.136;9.007
31.623;9.565
13.505;12.664
15.966;3.956
26.986;7.109
36.301;14.745
25.351;5.711
17.431;19.061
17.547;10.427
16.06;7.193
28.905;6.664
15.018;2.332
29.213;9.49
23.386;10.744
24.168;5.334
25.567;8.817
18.49;9.339
9.676;2.368
25.939;14.791
21.483;19.913
22.446;9.382
59.388;25.076
27.651;8.259
28.888;10.918
9.692;1.075
26.518;5.889
37.666;13.837
11.439;2.158
28.969;11.216
31.867;9.897
32.05;10.952
25.961;8.687
10.239;2.235
20.268;2.122
21.734;7.67
11.744;7.514
17.867;7.548
23.047;9.707
34.293;14.303
31.351;8.958
25.249;12.623
34.756;13.278
33.697;9.356
27.925;10.236
36.859;15.241
30.587;5.75
26.182;15.457
9.632;2.894
30.927;20.419
49.598;13.249
20.715;4.018
35.847;10.184
12.415;3.461
43.997;22.465
29.372;9.4
20.779;23.361
21.847;7.768
24.241;15.162
26.142;26.799
30.57;10.943
30.374;9.343
30.514;11.372
11.164;4.922
20.303;10.117
10.104;3.052
6.732;2.133
28.369;7.162
37.186;11.298
20.456;8.623
26.507;8.672
26.654;9.641
33.05;11.111
34.732;26.752
11.048;1.8
15.241;10.24
31.343;8.799
38.247;14.398
35.739;20.87
26.624;30.667
33.333;8.771
50.961;14.403
17.444;1.19
28.396;10.552
30.592;15.071
25.231;7.338
29.219;12.281
25.052;5.055
13.967;7.654
34.008;10.409
31.447;12.27
20.414;1.87
16.947;5.741
12.677;4.683
19.129;23.383
30.857;3.711
26.445;8.775
35.214;33.447
16.741;4.837
21.005;9.539
21.36;5.508
34.336;13.859
30.621;15.93
13.989;8.163
15.56;23.226
40.327;17.797
19.525;2.763
39.427;12.173
8.304;1.629
27.758;10.935
23.648;4.911
26.021;5.942
22.479;9.587
36.278;16.39
24.926;8.44
28.175;15.408
43.353;29.937
20.414;10.242
42.374;15.522
39.875;16.527
22.022;16.722
25.442;11.778
41.445;18.631
22.691;6.747
11.492;3.09
33.9;12.753
39.541;6.435
19.172;6.488
5.92;3.498
34.393;12.999
31.677;5.309
13.846;1.935
22.454;0.78
21.167;11.036
28.382;3.8
13.446;10.7
31.744;8.654
31.757;9.123
22.031;5.753
33.747;15.013
42.006;6.987
16.354;4.451
18.42;3.867
35.128;11.923
14.595;5.151
24.518;17.96
21.513;6.115
26.775;4.792
16.017;6.098
28.592;5.629
21.772;4.625
12.726;4.458
14.734;8.133
27.277;12.829
17.797;5.715
21.163;8.131
41.709;6.142
12.424;8.214
31.687;7.332
44.457;10.616
19.965;8.389
49.111;11.85
10.604;4.146
9.663;0.651
29.485;9.462
9.026;3.377
30.265;9.857
47.105;16.223
45.283;12.95
17.911;7.991
13.509;1.946
37.339;18.841
18.039;12.167
18.389;4.51
49.317;17.862
23.901;5.935
15.077;3.329
37.303;8.886
27.345;26.737
12.276;3.125
31.611;10.087
19.524;11.724
16.925;1.715
23.144;7.94
24.122;10.031
33.569;11.456
21.886;8.806
33.522;8.86
21.337;11.187
14.77;4.764
15.052;7.835
24.418;12.308
22.902;6.203
6.158;2.121
27.043;9.164
22.792;4.218
17.424;2.703
19.011;17.516
35.121;15.455
28.518;15.548
16.8;9.364
17.663;9.809
32.497;16.646
22.68;6.421
38.443;10.066
15.459;5.82
32.101;10.621
15.708;11.914
39.772;10.909
41.447;18.901
12.727;2.834
29.766;11.398
14.171;11.032
24.75;6.591
21.854;12.157
26.343;14.07
33.946;21.312
19.98;4.803
19.675;7.522
22.874;6.886
32.419;20.492
11.688;4.689
40.276;19.78
19.103;6.895
34.254;10.044
34.895;26.251
15.658;5.603
47.489;18.307
11.476;7.195
27.686;10.341
23.218;16.683
14.1;3.964
33.413;9.036
22.792;12.248
7.285;1.073
33.407;9.243
13.305;14.684
31.848;12.749
